en_sents,vi_sents
I still have to get rid of this carpet.,tôi vẫn phải thoát khỏi tấm thảm này
You didn't tell me this was yours.,bạn đã không nói với tôi đây là của bạn.
You have to come back,bạn phải quay lại
I just can't help worrying about you.,tôi không thể không lo lắng về bạn
What's Tom doing in there?,Tom đang làm gì trong đó?
I have to make a call,tôi phải gọi
Tom's family vacations in the mountains every summer.,kỳ nghỉ của gia đình tom trên núi mỗi mùa hè.
We've got the house surrounded,chúng tôi có ngôi nhà bao quanh
Tom played guitar for nearly an hour,tom chơi guitar trong gần một giờ
I've got nothing to do,tôi chẳng có việc gì để làm cả
We're fair.,chúng ta công bằng
Roger liked writing songs. He also liked to perform his own songs on the stage,roger thích viết bài hát. anh ấy cũng thích thể hiện các bài hát của mình trên sân khấu
I thought you'd be in Boston by now.,Tôi nghĩ bây giờ bạn đang ở boston.
Do you want me to take you to the doctor?,bạn có muốn tôi đưa bạn đến bác sĩ?
He seized the boy by the arm.,anh nắm lấy tay cậu bé.
Tom must be nearly thirty.,tom phải gần ba mươi.
What have you learned?,Bạn đã học được gì?
Don't be a bad boy,đừng là một cậu bé hư
Can you smell anything?,bạn có thể ngửi thấy gì không?
The boy is over there,cậu bé ở đằng kia
"As far as I'm concerned, what you do in your free time is your own business, as long as it doesn't interfere with your work.","theo như tôi quan tâm, những gì bạn làm trong thời gian rảnh là việc riêng của bạn, miễn là nó không can thiệp vào công việc của bạn."
Tom went missing,tom mất tích
He did not know how many of them needed help.,anh không biết có bao nhiêu người trong số họ cần sự giúp đỡ.
I can't agree with them on this matter.,Tôi không thể đồng ý với họ về vấn đề này.
He called his mother up from the airport,anh gọi mẹ anh từ sân bay lên
Tom keeps his important papers in a brown leather case,tom giữ giấy tờ quan trọng của mình trong một bao da nâu
Tom sure can sing.,Tom chắc chắn có thể hát.
"Don't tell the others, OK?","đừng nói với những người khác, được chứ?"
What did you think of my speech?,Bạn nghĩ gì về bài phát biểu của tôi?
Where should I throw away this empty cup?,Tôi nên vứt cái cốc rỗng này đi đâu?
She can handle it.,cô ấy có thể xử lý nó.
"I used to smoke a lot, but I have given up smoking now.","Tôi đã từng hút thuốc rất nhiều, nhưng giờ tôi đã bỏ hút thuốc."
Don't ever think that.,đừng bao giờ nghĩ vậy
It's nice and warm in here,ở đây thật đẹp và ấm áp
Is this how you want to live the rest of your life?,đây có phải là cách bạn muốn sống phần còn lại của cuộc đời?
Tom bought a very expensive camera.,tom mua một máy ảnh rất đắt tiền.
Tom and I aren't fools,tom và tôi không ngốc
We left together,chúng tôi đã rời đi cùng nhau
Let me talk to you a second.,Hãy để tôi nói chuyện với bạn một giây.
It took me several hours to draw it.,tôi phải mất vài giờ để vẽ nó.
Do you think it a bad thing?,Bạn có nghĩ đó là một điều xấu?
I've never heard him complaining about his meals.,Tôi chưa bao giờ nghe anh ta phàn nàn về bữa ăn của mình.
"She said she was sick yesterday, which was not true.","Cô ấy nói hôm qua cô ấy bị ốm, điều đó không đúng."
I love sports,tôi yêu thể thao
I have to get changed for work,tôi phải thay đổi công việc
We're not going to leave Tom here by himself.,chúng tôi sẽ không để tom ở đây một mình.
UFO stands for unidentified flying object,ufo là viết tắt của vật thể bay không xác định
She couldn't study abroad for lack of money,cô ấy không thể đi du học vì thiếu tiền
It's hardly raining at all.,trời hầu như không mưa.
Tom's heart suddenly began to beat faster,Tim tom đột nhiên đập nhanh hơn.
I am used to living alone,tôi quen sống một mình
I was going to tell you everything.,tôi sẽ nói với bạn mọi thứ.
It looks like I'm going to arrive late.,có vẻ như tôi sẽ đến muộn
Love is not enough,yêu thì chưa đủ
"As far as I know, he is an honest man","theo như tôi biết, anh ấy là một người đàn ông trung thực"
I like mountains better than seas,tôi thích núi hơn biển
You had better wait until the police come.,bạn nên chờ đợi cho đến khi cảnh sát đến.
I think Tom is relaxed,tôi nghĩ rằng tom là thư giãn
"Exhausted from a day's work, he went to bed much earlier than usual","Kiệt sức sau một ngày làm việc, anh đi ngủ sớm hơn bình thường"
I'm tired of playing games,tôi mệt mỏi khi chơi game
She's in the hospital now,cô ấy đang ở bệnh viện
"He likes the music. I like it, too.",Anh ấy thích âm nhạc. tôi thích nó quá.
So what's the big mystery?,Vậy bí ẩn lớn là gì?
I wondered when I'd see you again.,Tôi tự hỏi khi tôi sẽ gặp lại bạn.
I'm not so sure about that.,Tôi không chắc về điều đó.
You're better off without her,bạn tốt hơn nếu không có cô ấy
Tom should've listened to Mary.,Tom nên nghe mary.
I'm here because I want to be.,Tôi ở đây vì tôi muốn.
You shouldn't go to school,bạn không nên đi học
"We had a good many anxious moments, but everything turned out all right in the end","chúng tôi đã có rất nhiều khoảnh khắc lo lắng, nhưng cuối cùng mọi thứ đều ổn"
What do you think of this plan?,Bạn nghĩ gì về kế hoạch này?
You're not an expert at this job any more than I am.,bạn không phải là một chuyên gia trong công việc này hơn tôi.
I am nothing but a poor peasant,tôi chẳng là gì ngoài một người nông dân nghèo
I filled the pail with water.,Tôi đổ đầy nước vào thùng.
I had so little time that I had to eat lunch in a hurry.,tôi đã có rất ít thời gian mà tôi phải ăn trưa vội vàng.
You're the only person I know besides me who would prefer to live in a tent,"bạn là người duy nhất tôi biết ngoài tôi, người thích sống trong lều"
I'm very busy this week.,tuần này tôi rất bận
She wore a sad expression,cô ấy có vẻ mặt buồn bã
"I'm looking for a navy blue raincoat, size 36.","Tôi đang tìm một chiếc áo mưa màu xanh hải quân, cỡ 36."
There is a church near my house,có một nhà thờ gần nhà tôi
It's possible Tom doesn't have a driver's license,có thể tom không có bằng lái xe
You're unnecessary,bạn không cần thiết
Can you stay for a bit?,bạn có thể ở lại một chút không?
Tom knew Mary was up to something,tom biết mary là một cái gì đó
She kept him waiting half an hour.,Cô cứ đợi anh nửa tiếng.
We can both do it.,cả hai chúng ta có thể làm điều đó
I was just wondering if you have been able to find a place to live.,tôi chỉ tự hỏi nếu bạn đã có thể tìm một nơi để sống.
He made it clear that he intended to do so,ông nói rõ rằng ông dự định làm như vậy
He came up with a terrific solution to the complex problem,ông đã đưa ra một giải pháp tuyệt vời cho vấn đề phức tạp
I'm afraid there's nothing we can do,tôi sợ không có gì chúng ta có thể làm
There're more than 100 people in the room.,Có hơn 100 người trong phòng.
Our team is still undefeated,đội của chúng tôi vẫn bất bại
Grace goes upstairs to the extension telephone,ân sủng đi lên lầu điện thoại
He is painting a picture,anh ấy đang vẽ một bức tranh
They have to figure out the cost.,họ phải tính toán chi phí.
What's the flight's scheduled arrival time?,thời gian đến dự kiến của chuyến bay là gì?
You are responsible for what you do,bạn chịu trách nhiệm cho những gì bạn làm
New facts have been brought to light.,sự thật mới đã được đưa ra ánh sáng.
You've got to get me out of this place.,bạn phải đưa tôi ra khỏi nơi này.
None of this matters,không có vấn đề này
The new president wants to build up the army.,Tổng thống mới muốn xây dựng quân đội.
Mary's smiling face let everyone know that she was happy.,khuôn mặt tươi cười của mary cho mọi người biết rằng cô ấy hạnh phúc.
A lot of soldiers died here,rất nhiều binh lính đã chết ở đây
My brother is arriving tomorrow morning,sáng mai anh tôi đến
Tom picked some berries and ate them.,tom chọn một số quả mọng và ăn chúng.
She put on dark glasses to protect her eyes from the sun.,Cô đeo kính đen để bảo vệ mắt khỏi ánh nắng mặt trời.
Are those two going out?,hai người đó có đi chơi không?
I want you to have a copy of this.,tôi muốn bạn có một bản sao này.
Come near the fire,đến gần đám cháy
"To tell the truth, I don't really like her.","nói thật, tôi không thích cô ấy lắm."
Take care of yourself. Don't get sick.,chăm sóc bản thân. đừng để bị bệnh
I'm not going to leave until I find out what happened.,Tôi sẽ không rời đi cho đến khi tôi biết chuyện gì đã xảy ra.
How many players are there?,có bao nhiêu người chơi
I want to tell Tom about the book,tôi muốn nói với tom về cuốn sách
I really liked talking to Tom,tôi rất thích nói chuyện với tom
"He's a crybaby, just like always.","Anh ấy là một đứa bé khóc nhè, như mọi khi."
What do you guys want?,Các anh muốn gì?
The man I was talking to is my English teacher.,người đàn ông tôi đang nói chuyện là giáo viên tiếng Anh của tôi.
Do you think I should do this?,Bạn có nghĩ rằng tôi nên làm điều này?
I want to beat Tom,tôi muốn đánh bại tom
You never know for sure,bạn không bao giờ biết chắc chắn
"The next time I tell you to do something, do it.","lần sau tôi bảo bạn làm gì đó, làm đi."
Tom got embarrassed.,Tom bối rối.
Tom was cremated.,tom đã được hỏa táng.
