en_sents,vi_sents
Do you want me to await your arrival at this spot?,Bạn có muốn tôi đợi bạn đến ở chỗ này không?
I was just showering,tôi vừa mới tắm xong
Don't hit me.,đừng đánh tôi.
"If you cannot make full remittance, please get in touch with me by October 28, 1998.","nếu bạn không thể thực hiện chuyển tiền đầy đủ, vui lòng liên hệ với tôi trước ngày 28 tháng 10 năm 1998."
He whispered something in her ear.,Anh thì thầm điều gì đó vào tai cô.
I want to know what happened to the pistol Tom gave you.,tôi muốn biết chuyện gì đã xảy ra với khẩu súng lục tom đưa cho bạn.
We started talking,chúng tôi bắt đầu nói chuyện
I'm going to shave.,tôi sẽ cạo râu
Rubén is the father of three children,rubén là cha của ba đứa trẻ
I've done exactly what I promised to do,tôi đã làm đúng những gì tôi đã hứa
We must warn them,chúng ta phải cảnh báo họ
"Jim's coming to the party, too",jim cũng đến dự tiệc
Robots are used to manufacture cars.,robot được sử dụng để sản xuất ô tô.
I think you deserve this.,Tôi nghĩ rằng bạn xứng đáng với điều này.
Tom had dreams of becoming a famous tennis player,tom có ước mơ trở thành một tay vợt nổi tiếng
I approach my work with earnestness.,Tôi tiếp cận công việc của mình một cách nghiêm túc.
I grasp what Tom is saying/feeling.,Tôi nắm bắt được điều Tom đang nói/cảm nhận.
My losses are complete.,Tôi đã mất tất cả rồi.
You owe me.,bạn nợ tôi.
Other girls harbored feelings of jealousy.,Những cô gái khác mang trong lòng cảm giác ghen tuông.
Tom has seniority.,tom có thâm niên.
Tom doesn't remember me,tom không nhớ tôi
Why is everyone staring at me?,tại sao mọi người lại nhìn chằm chằm vào tôi
A good specimen might weigh up to a kilo,một mẫu vật tốt có thể nặng tới một kg
Either day is OK,ngày nào cũng được
I sense Tom is here.,Tôi cảm thấy Tom đang ở đây.
Mr. Smith is sure to come on Sunday,Ông. smith chắc chắn sẽ đến vào chủ nhật
Our names were scribbled down by him in a hurry.,Tên của chúng tôi đã được anh ấy nguệch ngoạc viết xuống một cách vội vã.
We've searched high and low for this book,chúng tôi đã tìm kiếm cao và thấp cho cuốn sách này
What's the purpose of Tom's presence there?,Mục đích Tom có mặt ở đó là gì?
The man walked round the corner.,Người đàn ông đi vòng quanh góc.
Tom is furious,tom là tức giận
Maybe they're hungry.,có lẽ họ đang đói
You're very skeptical.,bạn đang rất hoài nghi.
Why do you blame me for what happened?,tại sao bạn lại đổ lỗi cho tôi vì những gì đã xảy ra
It is no good arguing with you,không có gì để tranh cãi với bạn
He went crazy,anh ấy đã phát điên
"Of us all, Tom was by far the best swimmer","Trong tất cả chúng ta, tom là người bơi giỏi nhất"
We have been here for three days.,chúng tôi đã ở đây được ba ngày.
I can't imagine you understanding this.,Tôi không thể tưởng tượng bạn sẽ hiểu điều này.
Do you know where your kids are right now?,Bạn có biết con bạn đang ở đâu không?
Don't you want to know why I did that?,bạn không muốn biết tại sao tôi làm vậy sao?
This is a pretty amazing place.,đây là một nơi khá tuyệt vời
Your presence here today was a surprise to me.,Sự có mặt của bạn ở đây hôm nay là một bất ngờ đối với tôi.
The publishing house is making money.,Nhà xuất bản đó đang kiếm tiền.
I intended to have visited Rome last year.,tôi dự định đã đến thăm rome năm ngoái.
Things weren't meant to turn out like this.,Mọi việc không định diễn ra như thế này.
Why don't you go ask Tom?,tại sao bạn không đi hỏi tom
Why are you so cheerful?,tại sao bạn rất vui vẻ
Her aim in life is to become a movie star.,Mục tiêu của cô trong cuộc sống là trở thành một ngôi sao điện ảnh.
Poison can kill you.,chất độc có thể giết chết bạn.
I can't do this all by myself.,tôi không thể làm điều này một mình.
I remember one poem in particular.,tôi nhớ một bài thơ nói riêng
The majority of automobiles are equipped with transparent windows.,Hầu hết các ô tô đều được trang bị cửa sổ trong suốt.
I'm guessing you've previously encountered this.,Tôi đoán bạn đã từng gặp điều này trước đây.
Tom is known for his weakness.,Tom nổi tiếng vì sự yếu đuối của mình.
He came to London to study English,anh đến london để học tiếng anh
I have something I'd like to go over with you.,Tôi có điều gì đó muốn trao đổi với bạn.
Mary likes romantic comedies.,mary thích những bộ phim hài lãng mạn.
My mood is extremely bad.,Tâm trạng của tôi cực kỳ tồi tệ.
The beaches of Huelva are very pretty,những bãi biển của huelva rất đẹp
Remember to bring an umbrella.,Hãy nhớ mang theo một chiếc ô.
The Giants lost the game by 20 points.,Gã khổng lồ thua trận với 20 điểm.
I believe you've answered all my questions,tôi tin rằng bạn đã trả lời tất cả các câu hỏi của tôi
Tom's clueless,Tom không biết gì
I share a bedroom with my sister.,tôi chia sẻ một phòng ngủ với em gái của tôi.
You have only to sign your name here.,bạn chỉ cần ký tên của bạn ở đây.
Can you recommend a good place for me to stay in Boston?,bạn có thể giới thiệu một nơi tốt để tôi ở lại boston không?
Father asked me to open the door.,cha yêu cầu tôi mở cửa.
They were prohibited from leaving the hotel.,họ bị cấm rời khỏi khách sạn.
Are you going to come back?,Bạn có định quay lại không?
We'd secure victory in this game if he pitched well.,Chúng tôi sẽ giành chiến thắng trong trò chơi này nếu anh ấy ném bóng tốt.
My circle includes many friends proficient in Esperanto.,Vòng bạn bè của tôi có nhiều người thành thạo tiếng Esperanto.
Could I trouble you for a light?,Tôi có thể làm phiền bạn châm lửa giúp không?
You have beautiful eyes.,bạn có đôi mắt đẹp.
I think I may have a picture of Tom I can show you.,tôi nghĩ rằng tôi có thể có một hình ảnh của tom tôi có thể cho bạn thấy.
Jealousy affected the other girls.,Sự ghen tị đã ảnh hưởng đến những cô gái khác.
Many sailors can't swim.,nhiều thủy thủ không biết bơi.
Could you tell me where he's employed?,Bạn có thể cho tôi biết anh ấy làm việc ở đâu không?
Don't put all your eggs in one basket,đừng bỏ tất cả trứng vào một giỏ
"He was about to fall asleep, when he heard his name called.","Anh sắp ngủ thiếp đi, khi nghe tên anh gọi."
The papers were mixed together in a big box,các giấy tờ được trộn với nhau trong một hộp lớn
I'm very fond of my hometown.,Tôi rất yêu thích quê hương của mình.
I was too sick to stand,tôi đã quá ốm để đứng
What sort of dishes are common in Egypt?,Những món ăn nào phổ biến ở Ai Cập?
Tom apologized to the families of the victims for the explosion at the factory,Tom xin lỗi gia đình các nạn nhân vì vụ nổ tại nhà máy
The gloves that were situated under the chair were retrieved by me.,Đôi găng tay nằm dưới ghế đã được tôi lấy lại.
What is the cause of the fire?,nguyên nhân của vụ cháy là gì?
What's your favorite funny quote?,câu nói hài hước yêu thích của bạn là gì?
What doesn't Tom want us to see?,những gì không tom muốn chúng ta nhìn thấy?
She advised him to come by 2:30.,Cô khuyên anh nên đến lúc 2:30.
I plan to come back in a matter of months.,Tôi dự định quay lại trong vòng vài tháng.
Meet him face-to-face.,Gặp anh ấy trực tiếp.
Don't ever think that.,đừng bao giờ nghĩ vậy
Tom never told me what to do,tom không bao giờ nói tôi phải làm gì
The telephone being defective prevented me from calling you.,Điện thoại bị lỗi đã ngăn cản tôi gọi cho bạn.
What I'm saying isn't registering with you.,Những gì tôi đang nói không đi vào tai bạn.
I've been very busy,Tôi đã rất bận rộn
It came as a surprise to see you here today.,Thật bất ngờ khi thấy bạn ở đây hôm nay.
More and more people are choosing this city for their travels.,Ngày càng có nhiều người chọn thành phố này cho chuyến đi của họ.
It comes to mind how to accomplish that.,Tôi nhớ ra cách để thực hiện điều đó.
Eggs for Tom are eaten without any salt or pepper.,Trứng cho Tom được ăn mà không có bất kỳ muối hoặc hạt tiêu nào.
I'm committed.,Tôi cam kết.
My brother has never been beaten at tennis,anh tôi chưa bao giờ bị đánh tại tennis
Clear windows are standard in most vehicles.,Kính trong là tiêu chuẩn ở hầu hết các phương tiện.
I have some friends to help,tôi có vài người bạn để giúp đỡ
My native language is French,ngôn ngữ mẹ đẻ của tôi là tiếng Pháp
He is a quick-witted man,anh ấy là một người đàn ông nhanh trí
John Rutledge disagreed strongly,john rutledge không đồng ý mạnh mẽ
Explain your project to me.,Hãy giải thích dự án của bạn cho tôi.
The fact that Mary had already acquired bread was unknown to Tom.,Việc Mary đã mua bánh mì là điều Tom không hay biết.
I told Tom that I wouldn't help him.,tôi nói với tom rằng tôi sẽ không giúp anh ta.
Have you heard from Tom yet?,bạn đã nghe từ tom chưa?
"Tom asked Mary some questions, but she didn't answer any of them","tom hỏi mary một số câu hỏi, nhưng cô ấy không trả lời bất kỳ câu hỏi nào"
Tom lived to be 97.,Tom sống đến 97 tuổi.
I bought a suit with two pairs of pants,tôi đã mua một bộ đồ với hai cặp quần
Professor White published his first book last year,giáo sư trắng xuất bản cuốn sách đầu tiên của ông năm ngoái
